player_id,first_name,surname,team,col4_unknown,af,sc,proj_af,proj_low,proj_sc,kicks,handballs,marks,tackles,hitouts,goals,behinds,frees_for,frees_against,status,tag_primary,blurb_template,tag_secondary,matchup_note,col24_unknown,col25_unknown,col26_unknown,col27_unknown,position,jumper,col30_unknown,col31_unknown,col32_unknown,col33_pct,col34_pct,col35_pct,col36_unknown,col37_unknown,col38_unknown,clangers,col40_unknown,col41_unknown,de_pct,tog_pct,col44_unknown,col45_unknown,af_q1,sc_q1,af_q2,sc_q2,af_q3,sc_q3,af_q4,sc_q4,col54_unknown,col55_unknown,col56_unknown,col57_unknown,col58_unknown,col59_unknown,col60_unknown,col61_unknown,col62_unknown,col63_unknown,col64_unknown
994389,Jack,Sinclair,SK,20,112,127,146,86,117,20,8,8,3,0,0,0,0,0,Q4 20:43,hot,%P including %K... also %M and %T,spitter,Starting at half back and floating up to mids,,,,,Back,35,0,0,0,22.1,13.7,12.38,,,,6,1,0,75,82,537,0,26,24,34,33,37,50,15,20,0,10,0,3,0,0,8,15,5,0,0
295467,Jack,Macrae,SK,30,111,97,140,89,120,8,18,7,7,0,2,0,0,0,Q4 20:43,hot,%P and %M plus %T,shovel,Playing midfield,,,,,Midfielder,6,0,0,0,51.64,0.41,0.43,,,,7,3,1,84,60,86,1,20,21,44,35,20,23,27,18,0,8,0,4,0,0,7,6,1,1,0
1027790,Hugo,Garcia,SK,27,110,137,139,83,111,13,11,2,7,0,3,0,2,0,Q4 20:43,star,%P and %M plus %T... %s as well... aided by %4FF,shovel,Playing on ball,,,,,Midfielder,34,0,0,0,0.8,0.26,0.38,,,,16,10,3,79,71,372,0,27,24,40,58,23,29,20,26,3,9,0,3,0,0,2,8,3,2,0
296422,Callum,Wilkie,SK,25,108,105,142,88,114,20,5,12,1,0,1,1,0,0,Q4 20:43,heart,Heavy knee to the back by Lynch in Q1 freshened up the bruise he got last week... %P including %K... also %M,job,In defence on Faull,,,,,Back,44,0,0,0,0.31,0.45,0.56,,,,3,0,1,92,100,243,0,27,22,42,36,28,34,11,13,0,4,0,0,0,2,10,19,1,0,0
1009260,Sam,Flanders,SK,20,107,101,137,88,118,15,12,9,3,0,1,1,0,1,Q4 20:43,hot,%P and %M plus %T... %s as well,guard,Started at half back,,,,,Midfielder,9,0,0,0,40.12,67.57,59.48,,,,4,3,2,81,83,440,1,23,16,28,29,31,28,25,28,0,5,0,5,1,0,9,10,4,1,0
1013233,Jack,Carroll,SK,19,99,97,127,81,106,16,8,10,1,0,0,0,0,1,Q4 20:43,hot,%s from %P and %M,guard,Playing a half back role,,,,,Forward,18,0,0,0,3.32,24.93,8.12,,,,2,0,1,83,75,479,0,27,16,31,32,30,38,11,11,2,6,0,7,0,1,9,12,3,1,0
1020855,Max,Hall,SK,16,88,86,108,71,91,11,9,3,3,0,3,0,2,1,Q4 20:43,shovel,First goal... %P and %M plus %T... %s as well... aided by %4FF... Started in the middle,,,,,,,Midfielder,40,0,0,0,0.0,0.99,0.85,,,,10,7,2,60,79,401,0,30,26,25,23,22,25,11,12,0,9,0,7,1,0,3,7,3,1,0
1027875,Darcy,Wilson,SK,20,85,110,106,71,93,10,10,7,2,0,0,0,1,0,Q4 20:43,midfwd,%P and %M plus %T... %s as well... Starting at half forward with some centre work,,,,,,,Midfielder,22,0,0,0,39.02,1.6,1.32,,,,3,1,0,95,83,281,1,21,32,17,19,28,39,19,20,1,7,0,5,0,0,7,10,0,0,0
1001028,Jack,Silvagni,SK,18,81,82,107,68,87,13,4,11,1,0,0,1,0,0,Q4 20:43,job,%P including %K... also %M... In defence on Fawcett,,,,0,,,Forward,3,14,48,0,0.0,0.22,0.72,,,,6,0,3,88,88,253,0,35,32,30,23,10,18,6,9,0,4,0,1,0,2,9,12,0,1,0
1023270,Marcus,Windhager,SK,13,75,57,98,55,81,12,9,1,5,0,1,1,0,0,Q4 20:43,shovel,%P and %T... Started in the middle,,,,,,,Midfielder,2,0,0,0,12.8,2.61,3.68,,,,5,3,5,66,80,235,0,33,22,10,5,12,15,20,15,1,3,0,4,0,0,1,6,3,3,0
1020137,Mattaes,Phillipou,SK,21,74,75,96,62,85,10,6,4,4,0,0,3,2,1,Q4 20:43,wing,%P and %M plus %T... %s as well... conceded %F... Playing a half forward role,,,,,,,Midfielder,25,0,0,0,0.62,64.22,35.11,,,,3,0,5,68,80,407,0,34,44,21,17,5,10,14,4,1,6,0,6,0,0,4,5,3,2,0
992468,Rowan,Marshall,SK,20,74,72,87,72,88,8,8,5,0,17,3,3,1,2,Q4 20:43,ruckfwd,%H... also %P and %M... and kicked %s... umps paid him %4FF... conceded %F... Starting forward on Grayand tandem rucking with De Koning,,,,,,,Ruck,19,0,0,0,9.26,0.94,1.34,,,,10,2,7,43,73,133,0,24,23,17,18,15,17,18,14,0,7,6,1,3,0,5,3,2,3,0
1004912,Tom,De Koning,SK,17,73,109,85,70,87,7,7,3,1,21,1,3,2,0,Q4 20:43,ruck,%H... also %P and %M... and scored %s... gave away %F... Tandem ruck with Marshall,,,,0,,,Ruck,21,1,58,0,0.0,16.85,9.56,,,,8,3,4,71,71,291,1,35,41,16,23,12,23,10,22,2,5,8,3,2,1,2,6,0,1,0
1036769,Charlie,Banfield,SK,10,57,42,74,43,54,8,2,3,3,0,2,0,1,0,Q4 20:43,rookie,First game... %P including %K... also %M and %T... and scored %s,wing,Rotating in midfield,,,,,,36,0,0,0,0.0,1.28,4.19,,,,4,0,1,50,57,180,0,14,10,3,1,28,24,12,7,0,2,0,3,1,0,3,4,3,1,0
993480,Dougal,Howard,SK,8,51,41,65,43,54,8,4,6,0,0,1,0,0,0,Q4 20:43,job,%M and %P... In defence on Lynch,,,,0,,,Back,20,19,48,0,0.0,0.37,0.26,,,,2,0,2,83,91,130,0,10,13,15,12,8,6,18,10,0,3,0,1,0,0,6,6,0,2,0
1008312,Liam,Stocker,SK,4,48,66,60,41,54,5,7,5,1,0,0,0,0,0,Q4 20:43,guard,%M and %P... In defence,,,,,,,Back,14,0,0,0,0.04,0.26,0.16,,,,6,0,0,66,81,97,0,14,17,11,8,13,26,10,15,0,1,0,0,0,0,5,5,0,0,0
